Transcript name	pre-edit start	pre-edit stop	edit start	edit stop	junction start	junction stop	gRNA name	gRNA start	gRNA stop	junction type	blast vs. parent
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	TbMini002_A08_TbMini002A04.g1_032.ab1	171	192	edit-only	blast match: evalue->0.003 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	TbMini002_E11_TbMini002C06.b1_044.ab1	171	193	edit-only	blast match: evalue->9e-04 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	TbMini002_A07_TbMini002A04.b1_032.ab1	171	193	edit-only	blast match: evalue->9e-04 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	TbMini002_B17_TbMni002aA09.b1_079.ab1	171	193	edit-only	blast match: evalue->9e-04 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	TbMini002_E12_TbMini002C06.g1_044.ab1	171	193	edit-only	blast match: evalue->9e-04 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	TbMini002_L06_TbMni002aF03.g1_021.ab1	171	193	edit-only	blast match: evalue->9e-04 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	D08	171	193	edit-only	blast match: evalue->9e-04 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	437715_TRBINVRPTC	187	208	edit-only	NOHIT
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	TbMini002_F13_TbMni002aC07.b1_059.ab1	187	208	edit-only	NOHIT
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	D04	213	249	edit-only	blast match: evalue->0.44 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	B02.g.ab1	241	262	edit-only	NOHIT
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	TbMii001A04.fa	241	266	edit-only	NOHIT
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	TbMii001C08.fa	241	266	edit-only	NOHIT
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	TbMii002C02.fa	241	266	edit-only	NOHIT
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	TbMini002_D11_TbMni002aB06.b1_046.ab1	241	266	edit-only	NOHIT
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	TbMini002_K07_TbMini002F04.b1_022.ab1	241	266	edit-only	NOHIT
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	TbMini002_K08_TbMini002F04.g1_022.ab1	241	266	edit-only	NOHIT
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	B07.g.ab1	241	266	edit-only	NOHIT
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	B12.g.ab1	241	266	edit-only	NOHIT
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	D09	241	266	edit-only	NOHIT
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	E03	241	266	edit-only	NOHIT
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	E04	241	266	edit-only	NOHIT
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	G01	241	266	edit-only	NOHIT
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	H05	241	266	edit-only	NOHIT
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	A02.b.ab1	243	266	edit-only	NOHIT
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	TbMii001B03.fa	244	279	edit-only	NOHIT
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	TbMini002_N21_TbMni002aG11.b1_083.ab1	269	294	edit-only	blast match: evalue->1e-06 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	TbMini002_A06_TbMini002A03.g1_031.ab1	269	294	edit-only	blast match: evalue->1e-06 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	E08	269	294	edit-only	blast match: evalue->1e-06 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	F02	269	294	edit-only	blast match: evalue->1e-06 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	H02	269	294	edit-only	blast match: evalue->1e-06 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	TbMini002_A09_TbMini002A05.b1_047.ab1	335	356	edit-only	blast match: evalue->0.013 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	437716_TRBINVRPTD	387	422	edit-only	blast match: evalue->0.007 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	343556_TRBKPMCC	390	411	edit-only	blast match: evalue->0.20 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	TbMii002A10.fa	402	449	edit-only	blast match: evalue->0.010 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	G06	402	449	edit-only	blast match: evalue->0.010 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	TbMii001B11.fa	442	463	edit-only	blast match: evalue->0.050 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	TbMii002C04.fa	442	463	edit-only	blast match: evalue->0.050 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	TbMini002_I13_TbMini002E07.b1_055.ab1	442	463	edit-only	blast match: evalue->0.050 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	TbMini002_I14_TbMini002E07.g1_055.ab1	442	463	edit-only	blast match: evalue->0.050 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	E07.g.ab1	442	463	edit-only	blast match: evalue->0.050 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	G05.b.ab1	442	463	edit-only	blast match: evalue->0.050 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	E06	442	463	edit-only	blast match: evalue->0.050 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	E09	442	463	edit-only	blast match: evalue->0.050 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	TbMii001A04.fa	460	481	edit-only	blast match: evalue->0.20 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	TbMii001C08.fa	460	481	edit-only	blast match: evalue->0.20 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	TbMii002C02.fa	460	481	edit-only	blast match: evalue->0.20 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	TbMini002_D11_TbMni002aB06.b1_046.ab1	460	481	edit-only	blast match: evalue->0.20 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	TbMini002_D12_TbMni002aB06.g1_046.ab1	460	481	edit-only	blast match: evalue->0.20 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	TbMini002_K07_TbMini002F04.b1_022.ab1	460	481	edit-only	blast match: evalue->0.20 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	TbMini002_K08_TbMini002F04.g1_022.ab1	460	481	edit-only	blast match: evalue->0.20 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	A02.g.ab1	460	481	edit-only	blast match: evalue->0.20 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	B02.g.ab1	460	481	edit-only	blast match: evalue->0.20 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	B07.g.ab1	460	481	edit-only	blast match: evalue->0.20 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	B12.g.ab1	460	481	edit-only	blast match: evalue->0.20 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	D09	460	481	edit-only	blast match: evalue->0.20 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	E03	460	481	edit-only	blast match: evalue->0.20 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	E04	460	481	edit-only	blast match: evalue->0.20 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	G01	460	481	edit-only	blast match: evalue->0.20 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	H05	460	481	edit-only	blast match: evalue->0.20 perc_identity->100
TO270442_ND8BSH05M13R_P09.ab1	1	40	37	512	0	0	F10	466	487	edit-only	blast match: evalue->0.20 perc_identity->100
TO270442_ND8BSA04M13R_B07.ab1	1	345	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO270442_ND8BSA04M13R_B07.ab1	1	345	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	281	306	pre-edit-only	NOHIT
TO270442_ND8BSD08M13R_H15.ab1	1	345	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO270442_ND8BSD08M13R_H15.ab1	1	345	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	281	306	pre-edit-only	NOHIT
TO270442_ND8BSC11M13R_F21.ab1	1	289	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO171203_F05_B10C03M13R_027.ab1	4	331	338	370	331	338	TbMini002_P16_TbMni002aH08.g1_050.ab1	43	64	pre-edit-only	NOHIT
TO171203_F05_B10C03M13R_027.ab1	4	331	338	370	331	338	TbMini002_J05_TbMni002aE03.b1_023.ab1	288	313	pre-edit-only	NOHIT
TO171203_F05_B10C03M13R_027.ab1	4	331	338	370	331	338	TbMini002_A03_TbMini002A02.b1_016.ab1	331	352	overlap	blast match: evalue->0.013 perc_identity->100
TO270442_ND8PCD03M13R_G05.ab1	1	344	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	280	305	pre-edit-only	NOHIT
TO161203_L20_B8F10M13R_070.ab1	4	357	355	387	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	44	65	pre-edit-only	NOHIT
TO161203_L20_B8F10M13R_070.ab1	4	357	355	387	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	289	314	pre-edit-only	NOHIT
TO161203_L20_B8F10M13R_070.ab1	4	357	355	387	0	0	A08	334	355	overlap-nojunction	blast match: evalue->0.050 perc_identity->100
TO270442_ND8PCD06M13R_G11.ab1	1	345	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO270442_ND8PCD06M13R_G11.ab1	1	345	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	281	306	pre-edit-only	NOHIT
TO270442_ND8BSA03M13R_B05.ab1	1	345	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO270442_ND8BSA03M13R_B05.ab1	1	345	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	281	306	pre-edit-only	NOHIT
TO171203_K14_B11F07M13R_053.ab1	4	357	4	34	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	43	64	pre-edit-only	NOHIT
TO171203_K14_B11F07M13R_053.ab1	4	357	4	34	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	288	313	pre-edit-only	NOHIT
TO171203_K14_B11F07M13R_053.ab1	4	357	4	34	0	0	A08	333	354	pre-edit-only	blast match: evalue->0.050 perc_identity->100
TO270442_ND8PCD04M13R_G07.ab1	1	345	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO270442_ND8PCD04M13R_G07.ab1	1	345	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	281	306	pre-edit-only	NOHIT
TO270442_ND8PCB11M13R_C21.ab1	1	345	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	281	306	pre-edit-only	NOHIT
TO270442_ND8BSH01M13R_P01.ab1	1	343	1	26	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	35	56	pre-edit-only	NOHIT
TO270442_ND8BSH01M13R_P01.ab1	1	343	1	26	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	280	301	pre-edit-only	blast match: evalue->0.20 perc_identity->100
TO270442_ND8BSH01M13R_P01.ab1	1	343	1	26	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	280	305	pre-edit-only	blast match: evalue->0.26 perc_identity->100
TO270442_ND8PCB01M13R_C01.ab1	1	344	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO270442_ND8PCB01M13R_C01.ab1	1	344	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	280	305	pre-edit-only	NOHIT
TO270442_ND8PCF09M13R_K17.ab1	1	345	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO270442_ND8PCF09M13R_K17.ab1	1	345	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	281	306	pre-edit-only	NOHIT
TO161203_B21_B6A11M13R_095.ab1	4	351	355	387	351	355	TbMini002_P16_TbMni002aH08.g1_050.ab1	44	65	pre-edit-only	NOHIT
TO161203_B21_B6A11M13R_095.ab1	4	351	355	387	351	355	TbMini002_J05_TbMni002aE03.b1_023.ab1	289	314	pre-edit-only	NOHIT
TO270442_ND8PCE04M13R_I07.ab1	1	346	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO270442_ND8PCE04M13R_I07.ab1	1	346	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	281	306	pre-edit-only	NOHIT
TO270442_ND8BSF03M13R_L05.ab1	1	345	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO270442_ND8BSF03M13R_L05.ab1	1	345	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	281	306	pre-edit-only	NOHIT
TO151203_K08_B3F04m13r_022.ab1	4	355	358	391	355	358	TbMini002_P16_TbMni002aH08.g1_050.ab1	43	64	pre-edit-only	NOHIT
TO151203_K08_B3F04m13r_022.ab1	4	355	358	391	355	358	TbMini002_J05_TbMni002aE03.b1_023.ab1	288	313	pre-edit-only	NOHIT
TO151203_K08_B3F04m13r_022.ab1	4	355	358	391	355	358	A08	333	354	pre-edit-only	blast match: evalue->0.050 perc_identity->100
TO270442_ND8BSB07M13R_D13.ab1	1	345	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO270442_ND8BSB07M13R_D13.ab1	1	345	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	281	306	pre-edit-only	NOHIT
TO270442_ND8PCG12M13R_M23.ab1	1	345	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO270442_ND8PCG12M13R_M23.ab1	1	345	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	281	306	pre-edit-only	NOHIT
TO270442_ND8PCH06M13R_O11.ab1	1	345	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO270442_ND8PCH06M13R_O11.ab1	1	345	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	281	306	pre-edit-only	NOHIT
TO270442_ND8PCD08M13R_G15.ab1	1	345	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO270442_ND8PCD08M13R_G15.ab1	1	345	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	281	306	pre-edit-only	NOHIT
TO270442_ND8BSB08M13R_D15.ab1	1	345	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO270442_ND8BSB08M13R_D15.ab1	1	345	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	281	306	pre-edit-only	NOHIT
TO171203_A23_B9A12M13R_096.ab1	4	357	4	35	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	44	65	pre-edit-only	NOHIT
TO270442_ND8BSD01M13R_H01.ab1	1	345	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO270442_ND8BSD01M13R_H01.ab1	1	345	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	281	306	pre-edit-only	NOHIT
TO270442_ND8BSA01M13R_B01.ab1	1	345	1	27	0	0	TbMini002_G21_TbMini002D11.b1_089.ab1	36	57	pre-edit-only	blast match: evalue->0.20 perc_identity->100
TO270442_ND8BSA01M13R_B01.ab1	1	345	1	27	0	0	TbMini002_N07_TbMni002aG04.b1_020.ab1	37	58	pre-edit-only	blast match: evalue->0.20 perc_identity->100
TO270442_ND8BSE06M13R_J11.ab1	1	343	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO270442_ND8BSE06M13R_J11.ab1	1	343	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	281	306	pre-edit-only	NOHIT
TO270442_ND8PCH01M13R_O01.ab1	1	345	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO270442_ND8PCH01M13R_O01.ab1	1	345	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	281	306	pre-edit-only	NOHIT
TO270442_ND8BSH03M13R_P05.ab1	1	334	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO270442_ND8BSH03M13R_P05.ab1	1	334	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	281	306	pre-edit-only	NOHIT
TO151203_G15_B1D08m13r_058.ab1	1	263	240	263	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	194	219	pre-edit-only	NOHIT
TO270442_ND8PCC06M13R_E11.ab1	1	345	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO270442_ND8PCC06M13R_E11.ab1	1	345	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	281	306	pre-edit-only	NOHIT
TO270442_ND8BSB04M13R_D07.ab1	1	345	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO270442_ND8BSB04M13R_D07.ab1	1	345	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	281	306	pre-edit-only	NOHIT
TO270442_ND8PCH05M13R_O09.ab1	1	345	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO270442_ND8PCH05M13R_O09.ab1	1	345	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	281	306	pre-edit-only	NOHIT
TO270442_ND8BSD11M13R_H21.ab1	1	345	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO270442_ND8BSD11M13R_H21.ab1	1	345	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	281	306	pre-edit-only	NOHIT
TO270442_ND8PCB12M13R_C23.ab1	1	345	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO270442_ND8PCB12M13R_C23.ab1	1	345	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	281	306	pre-edit-only	NOHIT
TO270442_ND8PCB02M13R_C03.ab1	1	346	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO270442_ND8PCB02M13R_C03.ab1	1	346	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	281	306	pre-edit-only	NOHIT
TO270442_ND8BSD10M13R_H19.ab1	1	345	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO270442_ND8BSD10M13R_H19.ab1	1	345	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	281	306	pre-edit-only	NOHIT
TO270442_ND8PCG08M13R_M15.ab1	1	345	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO270442_ND8PCG08M13R_M15.ab1	1	345	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	281	306	pre-edit-only	NOHIT
TO270442_ND8BSC09M13R_F17.ab1	1	345	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO270442_ND8BSC09M13R_F17.ab1	1	345	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	277	303	pre-edit-only	blast match: evalue->0.28 perc_identity->100
TO270442_ND8BSC09M13R_F17.ab1	1	345	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	281	306	pre-edit-only	blast match: evalue->0.26 perc_identity->100
TO171203_F04_B12C02M13R_012.ab1	4	352	354	386	352	354	TbMini002_G21_TbMini002D11.b1_089.ab1	43	64	pre-edit-only	blast match: evalue->0.20 perc_identity->100
TO171203_F04_B12C02M13R_012.ab1	4	352	354	386	352	354	TbMini002_N07_TbMni002aG04.b1_020.ab1	44	65	pre-edit-only	blast match: evalue->0.20 perc_identity->100
TO270442_ND8PCE09M13R_I17.ab1	1	345	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO270442_ND8PCE09M13R_I17.ab1	1	345	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	281	306	pre-edit-only	NOHIT
TO270442_ND8BSE08M13R_J15.ab1	1	345	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
TO270442_ND8BSE08M13R_J15.ab1	1	345	1	27	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	281	306	pre-edit-only	NOHIT
TO270442_ND8BSE09M13R_J17.ab1	1	344	1	26	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	35	56	pre-edit-only	NOHIT
TO270442_ND8BSE09M13R_J17.ab1	1	344	1	26	0	0	TbMini002_J05_TbMni002aE03.b1_023.ab1	280	305	pre-edit-only	NOHIT
TO270442_ND8PCE02M13R_I03.ab1	1	344	1	27	0	0	TbMini002_P16_TbMni002aH08.g1_050.ab1	36	57	pre-edit-only	NOHIT
