Transcript name	pre-edit start	pre-edit stop	edit start	edit stop	junction start	junction stop	gRNA name	gRNA start	gRNA stop	junction type	blast vs. parent
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	TbMii002D11.fa	139	171	edit-only	blast match: evalue->0.13 perc_identity->100
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	TbMii002F08.fa	139	171	edit-only	blast match: evalue->0.13 perc_identity->100
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	TbMini002_D07_TbMni002aB04.b1_030.ab1	139	171	edit-only	blast match: evalue->0.13 perc_identity->100
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	TbMini002_F12_TbMni002aC06.g1_044.ab1	139	171	edit-only	blast match: evalue->0.13 perc_identity->100
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	TbMini002_I24_TbMini002E12.g1_088.ab1	139	171	edit-only	blast match: evalue->0.13 perc_identity->100
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	TbMini002_L02_TbMni002aF01.g1_005.ab1	139	171	edit-only	blast match: evalue->0.13 perc_identity->100
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	TbMini002_M18_TbMini002G09.g1_067.ab1	139	171	edit-only	blast match: evalue->0.13 perc_identity->100
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	TbMii001D06.fa	139	171	edit-only	blast match: evalue->0.13 perc_identity->100
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	TbMii001H12.fa	139	171	edit-only	blast match: evalue->0.13 perc_identity->100
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	TbMini002_D08_TbMni002aB04.g1_030.ab1	139	171	edit-only	blast match: evalue->0.13 perc_identity->100
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	TbMini002_F11_TbMni002aC06.b1_044.ab1	139	171	edit-only	blast match: evalue->0.13 perc_identity->100
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	TbMini002_I23_TbMini002E12.b1_088.ab1	139	171	edit-only	blast match: evalue->0.13 perc_identity->100
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	TbMini002_L01_TbMni002aF01.b1_005.ab1	139	171	edit-only	blast match: evalue->0.13 perc_identity->100
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	TbMini002_M17_TbMini002G09.b1_067.ab1	139	171	edit-only	blast match: evalue->0.13 perc_identity->100
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	A04.g.ab1	139	171	edit-only	blast match: evalue->0.13 perc_identity->100
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	B05.g.ab1	139	171	edit-only	blast match: evalue->0.13 perc_identity->100
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	G05.g.ab1	139	171	edit-only	blast match: evalue->0.13 perc_identity->100
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	D01	139	171	edit-only	blast match: evalue->0.13 perc_identity->100
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	E01	139	171	edit-only	blast match: evalue->0.13 perc_identity->100
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	515978_TBU03908	140	177	edit-only	blast match: evalue->0.16 perc_identity->100
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	TbMii001D10.fa	149	172	edit-only	NOHIT
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	F01	149	172	edit-only	NOHIT
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	TbMini002_B02_TbMni002aA01.g1_015.ab1	151	172	edit-only	NOHIT
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	437718_TRBINVRPTF	152	174	edit-only	NOHIT
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	515978_TBU03908	176	217	edit-only	blast match: evalue->8e-04 perc_identity->88.8888888888889
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	TbMii001D10.fa	187	217	edit-only	blast match: evalue->5e-04 perc_identity->88.8888888888889
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	C03.g.ab1	187	217	edit-only	blast match: evalue->5e-04 perc_identity->88.8888888888889
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	F01	187	217	edit-only	blast match: evalue->5e-04 perc_identity->88.8888888888889
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	A03	223	248	edit-only	blast match: evalue->3e-05 perc_identity->92
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	TbMini002_I14_TbMini002E07.g1_055.ab1	238	262	edit-only	blast match: evalue->0.093 perc_identity->100
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	TbMii001B11.fa	238	274	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	TbMii002C04.fa	238	274	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	TbMini002_I13_TbMini002E07.b1_055.ab1	238	274	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	E07.g.ab1	238	274	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	G05.b.ab1	238	274	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	E06	238	274	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	E09	238	274	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
TO151203_N04_B4G02m13r_004.ab1	4	96	109	277	96	109	TbMini002_M20_TbMini002G10.g1_068.ab1	265	286	odd-structure	NOHIT
TO171203_N24_B12G12M13R_084.ab1	4	174	180	229	174	180	TbMini002_I12_TbMini002E06.g1_040.ab1	61	82	pre-edit-only	blast match: evalue->0.005 perc_identity->100
TO171203_N24_B12G12M13R_084.ab1	4	174	180	229	174	180	TbMini002_N08_TbMni002aG04.g1_020.ab1	156	177	lead-in	NOHIT
TO171203_N24_B12G12M13R_084.ab1	4	174	180	229	174	180	A03	168	200	overlap-nojunction	blast match: evalue->3e-05 perc_identity->92
TO171203_N24_B12G12M13R_084.ab1	4	174	180	229	174	180	TbMini002_I14_TbMini002E07.g1_055.ab1	190	214	edit-only	blast match: evalue->0.093 perc_identity->100
TO171203_N24_B12G12M13R_084.ab1	4	174	180	229	174	180	TbMii001B11.fa	190	226	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
TO171203_N24_B12G12M13R_084.ab1	4	174	180	229	174	180	TbMii002C04.fa	190	226	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
TO171203_N24_B12G12M13R_084.ab1	4	174	180	229	174	180	TbMini002_I13_TbMini002E07.b1_055.ab1	190	226	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
TO171203_N24_B12G12M13R_084.ab1	4	174	180	229	174	180	E07.g.ab1	190	226	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
TO171203_N24_B12G12M13R_084.ab1	4	174	180	229	174	180	G05.b.ab1	190	226	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
TO171203_N24_B12G12M13R_084.ab1	4	174	180	229	174	180	E06	190	226	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
TO171203_N24_B12G12M13R_084.ab1	4	174	180	229	174	180	E09	190	226	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
TO171203_C17_B9B09M13R_077.ab1	4	164	179	225	164	179	TbMini002_I14_TbMini002E07.g1_055.ab1	183	210	edit-only	blast match: evalue->0.11 perc_identity->100
TO171203_C17_B9B09M13R_077.ab1	4	164	179	225	164	179	TbMii001B11.fa	183	222	edit-only	blast match: evalue->3e-09 perc_identity->90
TO171203_C17_B9B09M13R_077.ab1	4	164	179	225	164	179	TbMii002C04.fa	183	222	edit-only	blast match: evalue->3e-09 perc_identity->90
TO171203_C17_B9B09M13R_077.ab1	4	164	179	225	164	179	TbMini002_I13_TbMini002E07.b1_055.ab1	183	222	edit-only	blast match: evalue->3e-09 perc_identity->90
TO171203_C17_B9B09M13R_077.ab1	4	164	179	225	164	179	E07.g.ab1	183	222	edit-only	blast match: evalue->3e-09 perc_identity->90
TO171203_C17_B9B09M13R_077.ab1	4	164	179	225	164	179	G05.b.ab1	183	222	edit-only	blast match: evalue->3e-09 perc_identity->90
TO171203_C17_B9B09M13R_077.ab1	4	164	179	225	164	179	E06	183	222	edit-only	blast match: evalue->3e-09 perc_identity->90
TO171203_C17_B9B09M13R_077.ab1	4	164	179	225	164	179	E09	183	222	edit-only	blast match: evalue->3e-09 perc_identity->90
TO161203_H11_B6D06M13R_042.ab1	5	164	175	224	164	175	TbMini002_I12_TbMini002E06.g1_040.ab1	61	82	pre-edit-only	blast match: evalue->0.005 perc_identity->100
TO161203_H11_B6D06M13R_042.ab1	5	164	175	224	164	175	A03	170	195	lead-out	blast match: evalue->3e-05 perc_identity->92
TO161203_H11_B6D06M13R_042.ab1	5	164	175	224	164	175	TbMini002_I14_TbMini002E07.g1_055.ab1	185	209	edit-only	blast match: evalue->0.093 perc_identity->100
TO161203_H11_B6D06M13R_042.ab1	5	164	175	224	164	175	TbMii001B11.fa	185	221	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
TO161203_H11_B6D06M13R_042.ab1	5	164	175	224	164	175	TbMii002C04.fa	185	221	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
TO161203_H11_B6D06M13R_042.ab1	5	164	175	224	164	175	TbMini002_I13_TbMini002E07.b1_055.ab1	185	221	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
TO161203_H11_B6D06M13R_042.ab1	5	164	175	224	164	175	E07.g.ab1	185	221	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
TO161203_H11_B6D06M13R_042.ab1	5	164	175	224	164	175	G05.b.ab1	185	221	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
TO161203_H11_B6D06M13R_042.ab1	5	164	175	224	164	175	E06	185	221	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
TO161203_H11_B6D06M13R_042.ab1	5	164	175	224	164	175	E09	185	221	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
TO161203_G14_B7D07M13R_057.ab1	4	165	175	223	165	175	TbMini002_I12_TbMini002E06.g1_040.ab1	58	79	pre-edit-only	blast match: evalue->0.005 perc_identity->100
TO161203_G14_B7D07M13R_057.ab1	4	165	175	223	165	175	A03	164	195	overlap-nojunction	blast match: evalue->3e-05 perc_identity->92
TO161203_G14_B7D07M13R_057.ab1	4	165	175	223	165	175	TbMini002_I14_TbMini002E07.g1_055.ab1	185	209	edit-only	blast match: evalue->0.093 perc_identity->100
TO161203_G14_B7D07M13R_057.ab1	4	165	175	223	165	175	TbMii001B11.fa	185	221	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
TO161203_G14_B7D07M13R_057.ab1	4	165	175	223	165	175	TbMii002C04.fa	185	221	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
TO161203_G14_B7D07M13R_057.ab1	4	165	175	223	165	175	TbMini002_I13_TbMini002E07.b1_055.ab1	185	221	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
TO161203_G14_B7D07M13R_057.ab1	4	165	175	223	165	175	E07.g.ab1	185	221	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
TO161203_G14_B7D07M13R_057.ab1	4	165	175	223	165	175	G05.b.ab1	185	221	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
TO161203_G14_B7D07M13R_057.ab1	4	165	175	223	165	175	E06	185	221	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
TO161203_G14_B7D07M13R_057.ab1	4	165	175	223	165	175	E09	185	221	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
PC_11B04primer.ab1	4	180	184	232	180	184	TbMini002_I12_TbMini002E06.g1_040.ab1	61	82	pre-edit-only	blast match: evalue->0.005 perc_identity->100
PC_11B04primer.ab1	4	180	184	232	180	184	TbMii001B11.fa	193	216	edit-only	blast match: evalue->0.087 perc_identity->100
PC_11B04primer.ab1	4	180	184	232	180	184	TbMii002C04.fa	193	216	edit-only	blast match: evalue->0.087 perc_identity->100
PC_11B04primer.ab1	4	180	184	232	180	184	TbMini002_I13_TbMini002E07.b1_055.ab1	193	216	edit-only	blast match: evalue->0.087 perc_identity->100
PC_11B04primer.ab1	4	180	184	232	180	184	TbMini002_I14_TbMini002E07.g1_055.ab1	193	216	edit-only	blast match: evalue->0.087 perc_identity->100
PC_11B04primer.ab1	4	180	184	232	180	184	E07.g.ab1	193	216	edit-only	blast match: evalue->0.087 perc_identity->100
PC_11B04primer.ab1	4	180	184	232	180	184	G05.b.ab1	193	216	edit-only	blast match: evalue->0.087 perc_identity->100
PC_11B04primer.ab1	4	180	184	232	180	184	E06	193	216	edit-only	blast match: evalue->0.087 perc_identity->100
PC_11B04primer.ab1	4	180	184	232	180	184	E09	193	216	edit-only	blast match: evalue->0.087 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	TbMii002F02.fa	130	166	lead-out	blast match: evalue->2e-04 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	TbMini002_G03_TbMini002D02.b1_010.ab1	130	166	lead-out	blast match: evalue->2e-04 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	TbMini002_H13_TbMni002aD07.b1_057.ab1	130	166	lead-out	blast match: evalue->2e-04 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	TbMini002_H14_TbMni002aD07.g1_057.ab1	130	166	lead-out	blast match: evalue->2e-04 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	A05.g.ab1	130	166	lead-out	blast match: evalue->2e-04 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	B10.g.ab1	130	166	lead-out	blast match: evalue->2e-04 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	A09	130	166	lead-out	blast match: evalue->2e-04 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	A10	130	166	lead-out	blast match: evalue->2e-04 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	C05	130	166	lead-out	blast match: evalue->2e-04 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	C09	130	166	lead-out	blast match: evalue->2e-04 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	D11	130	166	lead-out	blast match: evalue->2e-04 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	D12	130	166	lead-out	blast match: evalue->2e-04 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	E02	130	166	lead-out	blast match: evalue->2e-04 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	F05	130	166	lead-out	blast match: evalue->2e-04 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	F06	130	166	lead-out	blast match: evalue->2e-04 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	G08	130	166	lead-out	blast match: evalue->2e-04 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	TbMii002H01.fa	131	152	edit-only	blast match: evalue->3e-04 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	TbMini002_E09_TbMini002C05.b1_043.ab1	131	152	edit-only	blast match: evalue->3e-04 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	TbMini002_E10_TbMini002C05.g1_043.ab1	131	152	edit-only	blast match: evalue->3e-04 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	A03	131	168	edit-only	blast match: evalue->7e-04 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	515978_TBU03908	154	178	edit-only	blast match: evalue->0.093 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	TbMii001B11.fa	155	176	edit-only	blast match: evalue->0.075 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	TbMii002C04.fa	155	176	edit-only	blast match: evalue->0.075 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	TbMini002_I13_TbMini002E07.b1_055.ab1	155	176	edit-only	blast match: evalue->0.075 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	TbMini002_I14_TbMini002E07.g1_055.ab1	155	176	edit-only	blast match: evalue->0.075 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	E07.g.ab1	155	176	edit-only	blast match: evalue->0.075 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	G05.b.ab1	155	176	edit-only	blast match: evalue->0.075 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	E06	155	176	edit-only	blast match: evalue->0.075 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	E09	155	176	edit-only	blast match: evalue->0.075 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	TbMii001C09.fa	156	178	edit-only	blast match: evalue->0.081 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	TbMii001H01.fa	156	178	edit-only	blast match: evalue->0.081 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	TbMii002D11.fa	156	178	edit-only	blast match: evalue->0.081 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	TbMii002F08.fa	156	178	edit-only	blast match: evalue->0.081 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	TbMini002_D07_TbMni002aB04.b1_030.ab1	156	178	edit-only	blast match: evalue->0.081 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	TbMini002_F12_TbMni002aC06.g1_044.ab1	156	178	edit-only	blast match: evalue->0.081 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	TbMini002_I24_TbMini002E12.g1_088.ab1	156	178	edit-only	blast match: evalue->0.081 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	TbMini002_L02_TbMni002aF01.g1_005.ab1	156	178	edit-only	blast match: evalue->0.081 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	TbMini002_M18_TbMini002G09.g1_067.ab1	156	178	edit-only	blast match: evalue->0.081 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	TbMii001D06.fa	156	178	edit-only	blast match: evalue->0.081 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	TbMii001H12.fa	156	178	edit-only	blast match: evalue->0.081 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	TbMini002_D08_TbMni002aB04.g1_030.ab1	156	178	edit-only	blast match: evalue->0.081 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	TbMini002_F11_TbMni002aC06.b1_044.ab1	156	178	edit-only	blast match: evalue->0.081 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	TbMini002_I23_TbMini002E12.b1_088.ab1	156	178	edit-only	blast match: evalue->0.081 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	TbMini002_L01_TbMni002aF01.b1_005.ab1	156	178	edit-only	blast match: evalue->0.081 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	A04.g.ab1	156	178	edit-only	blast match: evalue->0.081 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	B05.g.ab1	156	178	edit-only	blast match: evalue->0.081 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	G05.g.ab1	156	178	edit-only	blast match: evalue->0.081 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	D01	156	178	edit-only	blast match: evalue->0.081 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	E01	156	178	edit-only	blast match: evalue->0.081 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	TbMini002_B02_TbMni002aA01.g1_015.ab1	167	188	edit-only	NOHIT
BS_9F06primer.ab1	4	80	130	295	80	130	437718_TRBINVRPTF	168	190	edit-only	NOHIT
BS_9F06primer.ab1	4	80	130	295	80	130	437721_TRBINVRPTI	185	206	edit-only	blast match: evalue->3e-04 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	TbMini002_I14_TbMini002E07.g1_055.ab1	256	280	edit-only	blast match: evalue->0.093 perc_identity->100
BS_9F06primer.ab1	4	80	130	295	80	130	TbMii001B11.fa	256	292	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
BS_9F06primer.ab1	4	80	130	295	80	130	TbMii002C04.fa	256	292	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
BS_9F06primer.ab1	4	80	130	295	80	130	TbMini002_I13_TbMini002E07.b1_055.ab1	256	292	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
BS_9F06primer.ab1	4	80	130	295	80	130	E07.g.ab1	256	292	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
BS_9F06primer.ab1	4	80	130	295	80	130	G05.b.ab1	256	292	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
BS_9F06primer.ab1	4	80	130	295	80	130	E06	256	292	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
BS_9F06primer.ab1	4	80	130	295	80	130	E09	256	292	edit-only	blast match: evalue->1e-08 perc_identity->96.2962962962963
TO161203_A18_B7A09M13R_079.ab1	4	31	4	325	0	0	TbMii002D08.fa	33	76	edit-only	blast match: evalue->0.003 perc_identity->100
TO161203_A18_B7A09M13R_079.ab1	4	31	4	325	0	0	TbMini002_J18_TbMni002aE09.g1_071.ab1	33	76	edit-only	blast match: evalue->0.003 perc_identity->100
TO161203_A18_B7A09M13R_079.ab1	4	31	4	325	0	0	TbMini002_D04_TbMni002aB02.g1_014.ab1	56	78	edit-only	NOHIT
TO161203_A18_B7A09M13R_079.ab1	4	31	4	325	0	0	TbMii001C09.fa	69	91	edit-only	NOHIT
TO161203_A18_B7A09M13R_079.ab1	4	31	4	325	0	0	TbMii001H01.fa	69	91	edit-only	NOHIT
TO161203_A18_B7A09M13R_079.ab1	4	31	4	325	0	0	TbMii002F08.fa	69	91	edit-only	NOHIT
TO161203_A18_B7A09M13R_079.ab1	4	31	4	325	0	0	TbMini002_D07_TbMni002aB04.b1_030.ab1	69	91	edit-only	NOHIT
TO161203_A18_B7A09M13R_079.ab1	4	31	4	325	0	0	TbMini002_F12_TbMni002aC06.g1_044.ab1	69	91	edit-only	NOHIT
TO161203_A18_B7A09M13R_079.ab1	4	31	4	325	0	0	TbMini002_I24_TbMini002E12.g1_088.ab1	69	91	edit-only	NOHIT
TO161203_A18_B7A09M13R_079.ab1	4	31	4	325	0	0	TbMini002_L02_TbMni002aF01.g1_005.ab1	69	91	edit-only	NOHIT
TO161203_A18_B7A09M13R_079.ab1	4	31	4	325	0	0	TbMini002_M18_TbMini002G09.g1_067.ab1	69	91	edit-only	NOHIT
TO161203_A18_B7A09M13R_079.ab1	4	31	4	325	0	0	TbMii001D06.fa	69	91	edit-only	NOHIT
TO161203_A18_B7A09M13R_079.ab1	4	31	4	325	0	0	TbMii001H12.fa	69	91	edit-only	NOHIT
TO161203_A18_B7A09M13R_079.ab1	4	31	4	325	0	0	TbMini002_D08_TbMni002aB04.g1_030.ab1	69	91	edit-only	NOHIT
TO161203_A18_B7A09M13R_079.ab1	4	31	4	325	0	0	TbMini002_F11_TbMni002aC06.b1_044.ab1	69	91	edit-only	NOHIT
TO161203_A18_B7A09M13R_079.ab1	4	31	4	325	0	0	TbMini002_I23_TbMini002E12.b1_088.ab1	69	91	edit-only	NOHIT
